𬳶	⿰马冋	ケイ キョウ まき まきば	v:駉
𬳷	⿰马瓜	カ	v:𩢍
𬳸	⿱𰃮马	アク ヨク カク	v:䮸
𬳹	⿰马夸	コ カ	p:夸
𬳺	⿰马吏	シ	v:𩢲
𬳻	⿰马匡	キョウ コウ	v:𩢼
𬳼	⿰马有	ユウ ウ	p:有
𬳽	⿰马先	シン おお.い	v:駪
𬳾	⿰马多	チ	v:䮈
𬳿	⿰马余	ト ズ	v:駼
𬴀	⿰马良	ロ リョウ	v:駺
𬴁	⿰马岸	ガン ゲン	v:䮗
𬴂	⿰马非	ヒ そえうま	v:騑
𬴃	⿰马砉	カク キャク バク ミャク	v:騞
𬴄	⿰马星	セイ ショウ	p:星
𬴅	⿰马旁	ビョウ ホウ ボウ	v:騯
𬴆	⿰马堇	キ	v:騹
𬴇	⿲马束夫	ソク	v:𩥲
𬴈	⿰马戚	ソク セキ	p:戚
𬴉	⿰马尞	リョウ	p:尞
𬴊	⿰马粦	リン まだらうま	v:驎
𬴋	⿰马𢧜	テツ デチ くろくりげ	v:驖
𬴌	⿰马蒙	ボウ	v:𩦺
𬴍	⿰马麃	ヒョウ くつわ	v:䮽
𬴎	⿰马橐	タク ラク	v:𩧐
𬴏	⿰马蹇	ケン	v:䮿
𬴐	⿰马雚	カン よろこ.ぶ	v:驩
𬴑	⿰弄骨	ロウ ル	p:弄
𬴒	⿰骨谷	コク	p:谷
𬴓	⿰篤骨	トク	p:篤
𬴔	⿱⿳亠口冖兄	ケイ キョウ	p:兄
𬴕	⿰高𡴯	ガツ ガチ	p:𡴯
𬴖	⿱⿳亠⿴⿰丨丨𠄠冖老	ロウ	p:老
𬴗	⿱髙考	コウ	p:考
𬴘	⿳⿱亠⿴⿰丨丨𠄠口⿱⿴⿰丨丨𠄠丅	カ ゲ	p:丅
𬴙	⿰昇高	ショウ	p:昇
𬴚	⿰高宗	シュウ ソウ	p:宗
𬴛	⿰⿱𠮛冋曻	ショウ	p:曻
𬴜	⿰𬴘不	フ ブ	p:不
𬴝	⿰高堯	ギョウ	p:堯
𬴞	⿱高䟫	トウ ジョウ	p:䟫
𬴟	⿰高筆	ヒツ	p:筆
𬴠	⿰𬴘亘	コウ カン	p:亘
𬴡	⿰𬴘成	セイ ジョウ	p:成
𬴢	⿰𬴘者	シャ	p:者
𬴣	⿰𬴘禺	グ グウ	p:禺
𬴤	⿰𬴘奠	テン デン	p:奠
𬴥	⿰𬴘⿱虫虫	チュウ キ	p:虫
𬴦	⿲𬴘方⿱𠂉呈	テイ	p:呈
𬴧	⿱髟开	ひげ	u
𬴨	⿱髟尧	ドウ ニョウ	v:𩯆
𬴩	⿱髟农	ジョウ ニュ ドウ ニョウ	v:鬞
𬴪	⿱髟宋	ソウ	p:宋
𬴫	⿱髟林	リン	p:林
𬴬	⿰镸⿱彡尙	かみのすえ	u
𬴭	⿱髟独	ドク トク	p:独
𬴮	⿱髟眉	ビ ミ	p:眉
𬴯	⿱髟廉	レン	p:廉
𬴰	⿵鬥岡	コウ	p:岡
𬴱	⿵鬥蔑	ベツ	p:蔑
𬴲	⿰鬲又	ユウ	p:又
𬴳	⿳一吅⿵冂⿱丷丅	カ ゲ	p:丅
𬴴	⿰鬲司	シ	p:司
𬴵	⿰⿱鬲火又	ユウ	p:又
𬴶	⿰鬲辰	シン ジン	p:辰
𬴷	⿱相鬲	ソウ ショウ	p:相
𬴸	⿱⿲弓⿱土干弓鬲	キュウ	p:弓
𬴹	⿱⿲弓采弓鬲	キュウ	p:弓
𬴺	⿱⿲弓⿰米巳弓鬲	キュウ	p:弓
𬴻	⿱⿲弓⿰米享弓鬲	キュウ	p:弓
𬴼	⿱⿲弓⿰量匕弓鬲	キュウ	p:弓
𬴽	⿺鬼七	はした	u
𬴾	⿺⿱甶儿上	きびしい	u
𬴿	⿺鬼耳	ジ	p:耳
𬵀	⿺⿱甶儿車	シャ	p:車
𬵁	⿰魚丂	あゆ	u
𬵂	⿰魚卜	ひうお	u
𬵃	⿰魚大	ダイ タイ	p:大
𬵄	⿱丸魚	すっぽん	u
𬵅	⿱日魚	ニチ ジツ	p:日
𬵆	⿰魚水	いなだ	u
𬵇	⿰魚戊	いな	u
𬵈	⿰魚囙	さめ	u
𬵉	⿱魚皿	ベイ	p:皿
𬵊	⿰魚𡭗	いさざ	u
𬵋	⿱汀魚	うるめいわし	u
𬵌	⿰魚氷	ひお	u
𬵍	⿰魚地	はえ	u
𬵎	⿰魚𡆫		
𬵏	⿰魚舌	さめ	u
𬵐	⿰魚庄	さけ	u
𬵑	⿰魚辺	にべ	u
𬵒	⿰魚車	なまず	u
𬵓	⿰魚串	カン ケン	p:串
𬵔	⿰魚足	げそ	u
𬵕	⿰魚侘	なまず	u
𬵖	⿰魚矣	ふぐ	u
𬵗	⿰魚雨	ぎぎ	u
𬵘	⿰魚⿱艹⿻几𠄠	ニ ジ	p:𠄠
𬵙	⿺⿱甶儿魚	ジン ニン	p:儿
𬵚	⿰魚竺	かつお	u
𬵛	⿰魚庚	コウ	p:庚
𬵜	⿰魚⿱襾女	とびうお	u
𬵝	⿰魚毘	ぎぎ	u
𬵞	⿰魚𣶒	かつお	u
𬵟	⿰魚度	まごい	u
𬵠	⿰魚索	かまきり	u
𬵡	⿰魚素	す すばしり	u
𬵢	⿰魚烕	かわらごり	u
𬵣	⿰魚䓁	ふな	u
𬵤	⿰魚接	セツ ショウ	p:接
𬵥	⿰魚崑	コン	p:崑
𬵦	⿰魚莆	かじか	u
𬵧	⿰魚帷	かつお	u
𬵨	⿰魚密	ほしたなご	u
𬵩	⿰魚翏	にべ	u
𬵪	⿰魚惠	さば	u
𬵫	⿰魚異	はえ はや	u
𬵬	⿰魚閑	はぜ	u
𬵭	⿰魚筓	みごい	u
𬵮	⿰魚達	タツ ダ	p:達
𬵯	⿰魚⿺辶𮥴	めなだ	u
𬵰	⿰魚跳	めくらはぜ	u
𬵱	⿰魚滋	はや	u
𬵲	⿰魚⿱天鬼	おこぜ	u
𬵳	⿰魚夢	いしもち	u
𬵴	⿰魚⿱卝烝	なしもの	u
𬵵	⿰魚豪	きす	u
𬵶	⿰魚敷	いるか	u
𬵷	⿰魚冀	あこう	u
𬵸	⿰魚蕚	ガク	p:蕚
𬵹	⿰魚褱	たい	u
𬵺	⿰魚⿱旣耳	すずき	u
𬵻	⿰魚歸	ふぐ	u
𬵼	⿰⿱⿲？冈？卝⿱吕魚	ロ リョ	p:吕
𬵽	⿰魚顚	すばしり	u
𬵾	⿰魚簳	やがら	u
𬵿	⿰魚蘭	ラン ラ	p:蘭
𬶀	⿰鱼刂	シュ ケツ ケチ ケイ	v:魝
𬶁	⿰鱼人	ジン ニン	v:魜
𬶂	⿰鱼土	ド ト	p:土
𬶃	⿰鱼大	ダイ タイ	p:大
𬶄	⿰鱼勺	テキ チャク チョウ つる	v:魡
𬶅	⿰鱼牙	ガ ゲ	p:牙
𬶆	⿰鱼丰	ホウ ボウ	v:䰷
𬶇	⿰鱼介	カイ かれい	v:魪
𬶈	⿰鱼月	ゲツ ガツ	p:月
𬶉	⿰鱼午	ゴ	v:𩵱
𬶊	⿰鱼𠀕	コウ	v:䱍
𬶋	⿰鱼句	ク グ コウ	v:鮈
𬶌	⿰鱼代	ダイ タイ	p:代
𬶍	⿰鱼它	タ なまず	v:鮀
𬶎	⿰鱼节	セツ セチ	v:䲙
𬶏	⿰鱼危	カイ ゲ ガイ はえ	v:鮠
𬶐	⿰鱼兆	チョウ ジョウ ヨウ トウ	v:鮡
𬶑	⿰鱼达	タツ タチ	p:达
𬶒	⿰鱼岑	シン	v:𩷒
𬶓	⿰鱼廷	テイ ジョウ チョウ	v:䱓
𬶔	⿰鱼告	コウ	v:鯌
𬶕	⿰鱼弟	イ テイ ダイ シ	v:鮷
𬶖	⿰鱼奄	ヨウ	v:𩸆
𬶗	⿰鱼劳	ロウ	v:䲏
𬶘	⿰鱼昴	コウ ボウ	p:昴
𬶙	⿰鱼受	ジュ	p:受
𬶚	⿰鱼服	フク	p:服
𬶛	⿰鱼单	セン タ うつぼ うみへび	v:鱓
𬶜	⿰鱼咅	トウ	p:咅
𬶝	⿰鱼宛	こい	v:𩸩
𬶞	⿰鱼胡	コ	v:鰗
𬶟	⿰鱼剌	ラツ ラチ ライ	v:鯻
𬶠	⿰鱼柬	レン にしん	v:鰊
𬶡	⿰鱼毒	かわはぎ	v:𩹝
𬶢	⿰鱼星	セイ ショウ ソウ なまぐさ.い	v:鯹
𬶣	⿰鱼差	サ	v:䱹
𬶤	⿰鱼帝	テイ ダイ タイ	v:䱱
𬶥	⿰鱼弯	ワン	p:弯
𬶦	⿰鱼斿	ユウ ユ	v:𩹊
𬶧	⿰鱼柔	ジュウ ニュ	v:鰇
𬶨	⿱既鱼	ゲ キ ギ	v:鱀
𬶩	⿰鱼晏	エン	v:𩹽
𬶪	⿰鱼逆	ギャク ゲキ	p:逆
𬶫	⿰鱼黄	コウ	v:鱑
𬶬	⿰鱼虚	キョ	v:鱋
𬶭	⿰鱼祭	セイ サイ このしろ	v:鰶
𬶮	⿰鱼喜	きす	v:鱚
𬶯	⿰鱼菓	カ	v:𩻧
𬶰	⿰鱼掌	ショウ	p:掌
𬶱	⿰鱼景	ケイ	p:景
𬶲	⿰鱼象	ショウ ゾウ	v:鱌
𬶳	⿰鱼鲁	ロ	p:鲁
𬶴	⿰鱼普	フ ホ	v:䲕
𬶵	⿰鱼睘	カン コン やもめ や.む	v:鱞
𬶶	⿰鱼廉	レン	p:廉
𬶷	⿰鱼𣣴	コン	v:𣤿
𬶸	⿰鱼韯	セン	p:韯
𬶹	⿰鱼耨	ドウ ジョク	p:耨
𬶺	⿰鱼雚	カン	v:鱹
𬶻	⿰鱼霸	ハ	v:𩽷
𬶼	⿰了鳥	リョウ	p:了
𬶽	⿱鳥廾	キョウ ク	p:廾
𬶾	⿰鳥寸	スン	p:寸
𬶿	⿰弓鳥	よたか	u
𬷀	⿰鳥友	ユウ	p:友
𬷁	⿱戈鳥	カ	p:戈
𬷂	⿰⿱㐅十鳥	ジュウ ジッ	p:十
𬷃	⿰片鳥	ヘン	p:片
𬷄	⿰斗鳥	かしどり	u
𬷅	⿰鳥央	オウ	p:央
𬷆	⿱鳥冉	ゼン ネン	p:冉
𬷇	⿰冉鳥	ゼン ネン	p:冉
𬷈	⿱代鳥	ダイ タイ	p:代
𬷉	⿰亻䲨	とき	u
𬷊	⿰鳥瓜	カ ケ	p:瓜
𬷋	⿱鳥宁	チョ	p:宁
𬷌	⿰宁鳥	チョ	p:宁
𬷍	⿰鳥同	ドウ	p:同
𬷎	⿰后鳥	コウ ゴ	p:后
𬷏	⿰企鳥	キ	p:企
𬷐	⿰鳥衣	イ エ	p:衣
𬷑	⿰如鳥	ジョ ニョ	p:如
𬷒	⿰叒鳥	かも	u
𬷓	⿱鳥豕	シ	p:豕
𬷔	⿰镸鳥	つる	u
𬷕	⿰甫鸟	ホ フ ブ	v:鵏
𬷖	⿺免鳥	メン	p:免
𬷗	⿱住鳥	うそ	u
𬷘	⿲彳壬鳥	ニン ジン	p:壬
𬷙	⿱沙鳥	みさご	u
𬷚	⿰宏鳥	コウ	p:宏
𬷛	⿳亠业鳥	ホク	p:业
𬷜	⿰鳥武	ブ ム	p:武
𬷝	⿰奈鳥	つぐみ	u
𬷞	⿱林鳥	リン	p:林
𬷟	⿰鳥戔	セン サン	p:戔
𬷠	⿰𰗕鳥		
𬷡	⿰官鳥	うぐいす	u
𬷢	⿰頁鳥	いすか	u
𬷣	⿰鳥風	フウ フ	p:風
𬷤	⿰𤔄鳥		
𬷥	⿰鳥⿱凡臼	キュウ グ	p:臼
𬷦	⿰亰鳥	わし	u
𬷧	⿰⿱方皿鳥	さぎ	u
𬷨	⿰辱鳥	ジョク	p:辱
𬷩	⿰隻鳥	セキ	p:隻
𬷪	⿰鳥⿱⿲丿二丨臼	キュウ グ	p:臼
𬷫	⿱神鳥	こうないし とど	u
𬷬	⿰家鳥	にわとり	u
𬷭	⿱娥鳥	ガ	p:娥
𬷮	⿱埶鳥	ゲイ セイ	p:埶
𬷯	⿱淮鳥	ワイ エ	p:淮
𬷰	⿰鳥巢	ひな	u
𬷱	⿱斑鳥	やまがら	u
𬷲	⿰越鳥	エツ オツ	p:越
𬷳	⿰⿱姄日鳥	さくなき	u
𬷴	⿰愈鳥	ユ	p:愈
𬷵	⿰新鳥	うぐいす	u
𬷶	⿰稟鳥	リン ヒン	p:稟
𬷷	⿰榮鳥	かやくき	u
𬷸	⿰鳥餒	ダイ イ	p:餒
𬷹	⿰蕉鳥	ショウ	p:蕉
𬷺	⿰角鷹	おおたか	u
𬷻	⿰鸟乚	イン オン	p:乚
𬷼	⿰儿鸟	ゲキ ギャク ゲイ ガク	v:鶂
𬷽	⿰鸟了	キョウ チョウ	v:𩾒
𬷾	⿰工鸟	コウ グ おおとり	v:䲨
𬷿	⿰鸟从	ショウ	v:𪅜
𬸀	⿱文鸟	ブン モン ビン ミン	v:鴍
𬸁	⿰瓦鸟	チョウ	p:鸟
𬸂	⿰可鸟	カ	v:𪀉
𬸃	⿰玉鸟	チョウ	p:鸟
𬸄	⿰龙鸟	ロウ	v:𪈗
𬸅	⿰刍鸟	スウ ス ジュ ひな	v:鶵
𬸆	⿰生鸟	ソウ ショウ	v:䲼
𬸇	⿰加鸟	チョウ	p:鸟
𬸈	⿰至鸟	シ とび	v:鵄
𬸉	⿱巩鸟	キョウ グ	v:𪀛
𬸊	⿱任鸟	ジン ニン	v:鵀
𬸋	⿱牝鸟	チョウ	p:鸟
𬸌	⿱杀鸟	サツ セチ	v:𪄅
𬸍	⿰寿鸟	チュウ ジュ トウ ドウ	v:𪇘
𬸎	⿱利鸟	リ	v:𪁐
𬸏	⿰良鸟	ロウ	v:𪁜
𬸐	⿰床鸟	チョウ	p:鸟
𬸑	⿰兑鸟	エツ エチ	v:𪁑
𬸒	⿰鸟其	キ ギ	v:鶀
𬸓	⿱兓鸟	チョウ	p:鸟
𬸔	⿱松鸟	シュウ シュ	v:𪁿
𬸕	⿱𲂻鸟	ヨウ オウ	v:鸎
𬸖	⿰炎鸟	エン	v:𪂈
𬸗	⿰隶鸟	チョウ	p:鸟
𬸘	⿰匽鸟	エン	v:鶠
𬸙	⿰眇鸟	ビョウ	v:𪃦
𬸚	⿱狱鸟	ガク	v:鸑
𬸛	⿰皇鸟	オウ	v:䳨
𬸜	⿰扁鸟	ヘン ベン ヒン ビン	v:鶣
𬸝	⿰音鸟	アン ふなしうずら	v:鶕
𬸞	⿰娄鸟	ロウ ル	v:鷜
𬸟	⿰屋鸟	チョウ	p:鸟
𬸠	⿰哥鸟	カ	v:𪃿
𬸡	⿰监鸟	ラン	v:𪇖
𬸢	⿰皋鸟	コウ	v:鷎
𬸣	⿱𡨄鸟	ケン コン とぶ	v:鶱
𬸤	⿰票鸟	ヒョウ	v:𪅃
𬸥	⿰舂鸟	ショウ	v:𪅖
𬸦	⿱族鸟	サク おおとり	v:鷟
𬸧	⿳廿⿴北口鸟	エン つばめ つばくら つばくろ	v:鷰
𬸨	⿰欺鸟	キ	v:𪅾
𬸩	⿰奥鸟	オウ	v:䴈
𬸪	⿰番鸟	ハン バ ばん	v:鷭
𬸫	⿱敦鸟	タン ダン	v:𪆃
𬸬	⿰⿱⿳士冖一卵鸟	コウ ク コク	v:𪇄
𬸭	⿰葛鸟	アツ エチ ガツ ゲチ	v:𪆰
𬸮	⿰葵鸟	キ ギ	v:𪆴
𬸯	⿱辟鸟	ヘキ ビャク ハク ヒャク	v:鷿
𬸰	⿰霍鸟	カク つる	v:鸖
𬸱	⿰瞿鸟	ク ははつちょう	v:鸜
𬸲	⿰鹵比	ヒ	p:比
𬸳	⿰鹵見	ケン	p:見
𬸴	⿰鹵稟	リン ヒン	p:稟
𬸵	⿰卤占	タン	v:𪉜
𬸶	⿰卤昌	ショウ	v:𪉨
𬸷	⿰卤奏	ソウ シュ	v:𪉮
𬸸	⿰卤扁	ヘン ベン	v:𪉱
𬸹	⿰卤敢	カン	v:𪉿
𬸺	⿸鹿乙	オツ イツ	p:乙
𬸻	⿰鹿斤	キン	p:斤
𬸼	⿱尼鹿	ニ	p:尼
𬸽	⿱鹿耳	かごや	u
𬸾	⿸鹿齐	セイ サイ ザイ	v:麡
𬸿	⿸鹿⿱从木	ボク モク	p:木
𬹀	⿰鹿荒	コウ	p:荒
𬹁	⿰鹿庸	ヨウ	p:庸
𬹂	⿰麥共	キョウ	p:共
𬹃	⿺麥靣	メン ベン	p:靣
𬹄	⿰麥菊	キク	p:菊
𬹅	⿰麦才	サイ ザイ	v:䴭
𬹆	⿰麦共	キョウ	p:共
𬹇	⿰麦孛	ホツ ボチ	v:𪌰
𬹈	⿰麦肖	ソツ	v:𪌯
𬹉	⿰麦完	コン ゴン カン ゲン	v:䴷
𬹊	⿰麦其	キ	v:𪍀
𬹋	⿰麦昆	コン ゴン	v:𪌽
𬹌	⿰麦念	ジョウ	v:𪌿
𬹍	⿰麦莫	バク マク	v:𪍤
𬹎	⿰麦善	セン ゼン	v:𪍶
𬹏	⿱麻吝	リン	p:吝
𬹐	⿰黃凡	ボン ハン	p:凡
𬹑	⿰黄𫭠	コウ オウ	p:黄
𬹒	⿱㿟黄	コウ オウ	p:黄
𬹓	⿰黄悪	アク オ	p:悪
𬹔	⿱𰀡黍	カン ケン	p:𰀡
𬹕	⿰黑贞	シン	v:𪑳
𬹖	⿰黑农	ジュウ ニュ	v:𪒬
𬹗	⿰黑来	ライ リ	v:𪑚
𬹘	⿰黑𱅑	トウ ドウ ズ	v:𪒿
𬹙	⿰真黑	シン	p:真
𬹚	⿰黑𧉘	チ	p:𧉘
𬹛	⿰黑蔑	ベツ	p:蔑
𬹜	⿰⿱业⿻丨⿱八⿵冂⿰丨丨處	ショ	p:處
𬹝	⿱⺈黽		
𬹞	⿱大⿷⿹？𰀄𫜹	ダイ タイ	p:大
𬹟	⿳宀七⿷⿹？𰀄𫜹	シチ	p:七
𬹠	⿱貝⿷⿹？𰀄𫜹	バイ	p:貝
𬹡	⿱余⿷⿹？𰀄𫜹	ヨ	p:余
𬹢	⿱？⿷⿹？𰀄𫜹		
𬹣	⿱朱黾	チュ	v:鼄
𬹤	⿰单黾	タ	v:𪓽
𬹥	⿰鼎于	ウ ク	p:于
𬹦	⿰鼎升	ショウ	p:升
𬹧	⿰鼎丮	ケキ キャク	p:丮
𬹨	⿰鼎它	タ	p:它
𬹩	⿱⿰束匕鼎	ヒ	p:匕
𬹪	⿱茲鼎	シ ジ	p:茲
𬹫	⿰鼎𩁹	ウ	p:𩁹
𬹬	⿰鼎繁	ハン	p:繁
𬹭	⿺鼠𢀖	ケイ キョウ	p:𢀖
𬹮	⿺鼠果	カ	p:果
𬹯	⿰鼻艾	カイ ゲイ	p:艾
𬹰	⿰鼻咅	トウ	p:咅
𬹱	⿳亠⿲刀了氏⿲丿二丨	コン シ	p:丨
𬹲	⿱？田		
𬹳	⿱文⿲丿贝丨	コン シ	p:丨
𬹴	⿰令歯	シ	p:歯
𬹵	⿰齒朶	ダ	u
𬹶	⿰齒衣	イ エ	p:衣
𬹷	⿰齒宇	ウ	p:宇
𬹸	⿰齒粦	リン	p:粦
𬹹	⿰齒𦺈	ソン	p:𦺈
𬹺	⿰齿牙	ガ ゲ	v:齖
𬹻	⿰齿内	ドウ ノウ	v:𪗝
𬹼	⿰齿介	カイ	v:齘
𬹽	⿰齿亢	コウ ゴウ	v:𪗜
𬹾	⿰齿甘	カン	p:甘
𬹿	⿰齿司	シ チ	v:𪗪
𬺀	⿱奴齿	タ サ	v:𪗭
𬺁	⿰齿至	チツ チチ テツ デチ	v:𪗻
𬺂	⿰齿页	ガツ ゲチ	v:𩖁
𬺃	⿰齿岂	ガイ カイ	v:䶣
𬺄	⿰齿舌	カツ カチ ゲチ	v:𪗽
𬺅	⿰齿产	サン セン	v:𪙞
𬺆	⿰齿肖	ショウ	p:肖
𬺇	⿱佐齿	サ ザ	v:𪘓
𬺈	⿰齿奇	キ か.む	v:齮
𬺉	⿰齿责	サク ジャク	v:䶦
𬺊	⿰齿囷	グン	v:𪘩
𬺋	⿰齿卒	ソツ ゾチ セツ ゼチ	v:𪘧
𬺌	⿰齿宜	ギ ガイ ゲ シ	v:𪘲
𬺍	⿰齿咸	カン	v:䶢
𬺎	⿱差齿	サ ザ シ ジ	v:齹
𬺏	⿰齿尃	ハク	v:𪙍
𬺐	⿰齿展	テン	p:展
𬺑	⿰齿屑	セツ	v:𪙑
𬺒	⿱𪺽齿	ギン ゴン	v:𪙤
𬺓	⿰齿楚	ショ	v:齼
𬺔	⿰齿禁	キン コン まがりば	v:齽
𬺕	⿰齿截	サツ セチ	v:䶪
𬺖	⿰齿爵	シャク	p:爵
𬺗	⿺竜下	カ ゲ	p:下
𬺘	⿺竜山	サン セン	p:山
𬺙	⿰竜低	テイ	p:低
𬺚	⿺竜青	セイ ショウ	p:青
𬺛	⿱龙大	ダイ タイ	p:大
𬺜	⿱龙木	ロウ ル リョウ リュ	v:㰍
𬺝	⿱殸龙	リュウ リョウ	p:龙
𬺞	⿱𠮥⿻日乚	イン オン	p:乚
𬺟	⿰龠见	ヨウ ヤク アク	v:𧢢
𬺠	⿰彔龠	ロク	p:彔
𬺡	⿰惠龠	ケイ エ	p:惠
𬺰	⿻一亅	えだなし	u
𬺱	⿹十㇒	えだおろし	u
𬺲	⿱几一	キ	p:几
𬺳	⿱一刀	バン マン	u
𬺴	⿱刁一	チョウ	p:刁
𬺵	⿻亐一	ト ツ トウ	u
𬺶	⿱丅⿰𠃊亅	カイ カツ こう	u
𬺷	㇯𬺻㇒	シ	p:𬺻
𬺸	⿻𠀁丷	ヘイ ヒョウ	u
𬺹	⿼？𠄠		
𬺺	⿻口𠀁	ヘイ ヒョウ	u
𬺻	㇯豕？	シ	u
𬺼	⿰丁也	ヤ エ	p:也
𬺽	⿱七廾	キョウ ク	p:廾
𬺾	⿺⿻口乚一	イン オン	p:乚
𬺿	⿸𰀉丶	チュ	p:丶
𬻀	⿱⿻一⿰丨丿⿻一⿰丨丿	ぼさつ	u
𬻁	⿱下土	コウ	u
𬻂	⿻⿲丿凵丨一	シュウ	u
𬻃	⿱丆⿵𠘨⿰丨丨	コン シ	p:丨
𬻄	⿱丁⿰丁丁	チョウ テイ	p:丁
𬻅	⿰丁六	ロク リク	p:六
𬻆	⿱⿰㇇二⿹⿺㇉一一	オ ア アン からす	u
𬻇	⿻𠮛⿰丨丨	サイ	u
𬻈	⿱㇯丑一㇯丑一	スウ ス シュ シュウ	u
𬻉	⿱一⿻尸十	コ ク	u
𬻊	⿱天下	カ ゲ	p:下
𬻋	⿸𬻀丶	ぼだい	u
𬻌	⿰⿻十日乀	フツ ブチ	p:乀
𬻍	⿻⿻一申㇒	シン	p:申
𬻎	⿱七加	カ よし よろこぶ よい	u
𬻏	⿱引上	ジョウ ショウ	p:上
𬻐	⿱一𭥌	ショ ところ	u
𬻑	⿱𠚤⿼？⿻丨丶	スウ ス シュ シュウ	u
𬻒	⿹⿻𫠠⿱？冖𠃌	イ えびす	u
𬻓	⿱龙下	カ ゲ	p:下
𬻔	⿱一⿰？⿱𠂉丶	チュ	p:丶
𬻕	⿳一丷𡆤	ユウ ユ とり	u
𬻖	⿰丁色	ショク シキ	p:色
𬻗	⿰丁争	ソウ	p:争
𬻘	⿱⿼？⿻丨丶⿼？⿻丨丶	スウ ス シュ シュウ	u
𬻙	⿱托下	カ ゲ	p:下
𬻚	⿱足丁	チョウ テイ	p:丁
𬻛	⿰不去	キョ	u
𬻜	⿳一⿳一卌一一	ム ブ ない	u
𬻝	⿱？一	ム ブ ない	u
𬻞	⿱？一	トウ ズ	u
𬻟	⿻⿳一一一⿲⿰丨⿱丶丶⿰丨⿱丶丶丨	コン シ	p:丨
𬻠	⿳一吅大	ダイ タイ	p:大
𬻡	⿱拉下	カ ゲ	p:下
𬻢	⿰来斗	ト トウ	p:斗
𬻣	⿰丁穿	セン	p:穿
𬻤	⿱紅丁	チョウ テイ	p:丁
𬻥	⿱⿰龶龶？	スイ セイ エイ ケイ	u
𬻦	⿰开卖	バイ	p:卖
𬻧	⿱⿱𰀉冖且	ショ ソ	p:且
𬻨	⿱独下	カ ゲ	p:下
𬻩	⿱根下	カ ゲ	p:下
𬻪	⿰㱏我	ガ	p:我
𬻫	⿱⿱𰀉冖⿱⿻口⿰丨丨一	コン シ	p:丨
𬻬	⿱𫩠⿻口丄	ジョウ ショウ	p:丄
𬻭	⿰丢弃	キ	p:弃
𬻮	⿰来多	タ	p:多
𬻯	⿰丢往	オウ	p:往
𬻰	⿰下覃	タン エン	p:覃
𬻱	⿱⿰⿵冂丨田⿳山⿰亻斦一	ギン ゴン	p:斦
𬻲	⿰丩刄	ジン ニン	p:刄
𬻳	⿰中丁	チョウ テイ	p:丁
𬻴	⿰𠁣令	レイ	p:令
𬻵	⿱𠚤⿻⿱𫜹八⿰丨丨	ケン かねる	u
𬻶	⿱江中	チュウ	p:中
𬻷	⿰？⿱？⿻丶𬼂	カ タン ダン	u
𬻸	⿰中昜	ヨウ	p:昜
𬻹	⿰个恩	オン	p:恩
𬻺	⿱丶了	リョウ	p:了
𬻻	⿺𠃊主	キョウ コウ オウ すくう	u
𬻼	⿰㇯？一㇯艮一	イチ イツ	p:一
𬻽	⿰主买	バイ	p:买
𬻾	⿰主追	ツイ	p:追
𬻿	⿱丶㇝	ヤ エ イ なり	u
𬼀	⿱丶㇒	して	u
𬼁	？	ダラー	u
𬼂	？		
𬼃	⿱㇒九	キュウ ク	p:九
𬼄	？	オンス	u
𬼅	⿰乃乃	ナイ ダイ	p:乃
𬼆	⿱乄乄	しょうもん	u
𬼇	⿺乇人	ジン ニン	p:人
𬼈	⿱千凵	フウ	u
𬼉	⿱㇒⿻一⿺𠃊⺊	ボク	p:卜
𬼊	⿱𠂉⿻几⿳丶一丶	チュ	p:丶
𬼋	⿰𭃂尹	イン	p:尹
𬼌	⿱㇒⿻⿱一𫜹水	ヘイ ヒョウ とる	u
𬼍	⿰⿸𠂆𰀁⿹勹𰀁	トウ カク ツ	u
𬼎	⿱⿻乃丶囱	ソウ ス	p:囱
𬼏	⿰乐外	ガイ ゲ	p:外
𬼐	⿻⿱㇒丨拜	ハイ	p:拜
𬼑	⿰㐅等	トウ	p:等
𬼒	⿰乘失	シツ	p:失
𬼓	⿰垂長	チョウ	p:長
𬼔	⿰乎船	セン	p:船
𬼕	⿰𱼧賣	バイ	p:賣
𬼖	⿷匸一	ボウ モウ うしなう ほろびる	u
𬼗	⿸？乚	グレーン	u
𬼘	？	シ ここ この これ	u
𬼙	⿻⿰七七乚	チョウ ジョウ きざし	u
𬼚	⿰匕𪟨	チョウ ジョウ きざす きざし	u
𬼛	⿱之乙	シ	p:之
𬼜	⿱⺈也	イ ショク	u
𬼝	⿱去乙	キョ コ	p:去
𬼞	⿻𭠍⺕	ケイ	p:彐
𬼟	⿳𠂉口乙	コウ ク	p:口
𬼠	⿰乞乞	コツ キツ	p:乞
𬼡	⿱乎乚	イン オン	p:乚
𬼢	⿺乙民	ミン	p:民
𬼣	⿺九头	トウ ズ	p:头
𬼤	⿱如乙	ジョ ニョ	p:如
𬼥	⿱束乙	ソク	p:束
𬼦	⿱杜乙	ト トウ	p:杜
𬼧	⿱身乚	イン オン	p:乚
𬼨	⿰名也	ヤ エ	p:也
𬼩	⿰并也	ヤ エ	p:也
𬼪	⿰牟乞	コツ キツ	p:乞
𬼫	⿱⿺乚⺀⿰⿺乚⺀⿺乚⺀	サ スイ シュウ ソウ	u
𬼬	⿺乙品	ヒン ホン	p:品
𬼭	⿰亨也	ヤ エ	p:也
